濃厚ホワイトソースの海老グラタン,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/094379/91B57EEC59857909DD683048236473D2.jpg,https://www.sej.co.jp/products/a/item/094379/,391kcal,19.3g,16.7g,41.6g,39.9g,1.7g,2.4g
３種チーズのマカロニグラタン,323円（税込348.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/094996/247EEBD8839B7CC3824472DB5F568D1C.jpg,https://www.sej.co.jp/products/a/item/094996/,359kcal,16.0g,13.8g,44.2g,41.1g,3.1g,2.2g
４種きのことベーコンのグラタン,480円（税込518.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090224/4D1CAD7725956135AA1D5EA38D1A08D9.jpg,https://www.sej.co.jp/products/a/item/090224/,364kcal,15.6g,16.7g,39.9g,35.7g,4.2g,2.3g
濃厚なめらかソースの海老グラタン,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095052/C5014B786B864B72058FBA32B6776345.jpg,https://www.sej.co.jp/products/a/item/095052/,391kcal,19.0g,17.6g,40.4g,38.1g,2.3g,2.4g
スパイス香る野菜とチキンの焼きカレードリア,550円（税込594円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/096041/252A831EF2CCDB25ADFE69C64C72FC73.jpg,https://www.sej.co.jp/products/a/item/096041/,467kcal,16.9g,12.4g,74.8g,69.3g,5.5g,3.7g
トマトソースのオムライスドリア,498円（税込537.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090442/BBE61888248228BCDBAD9CB0A74CEAEA.jpg,https://www.sej.co.jp/products/a/item/090442/,420kcal,10.3g,13.1g,67.1g,63.5g,3.6g,2.5g
チーズ香る濃厚ソースの海老ドリア,498円（税込537.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095289/A6AA21BFB94C48839199066AEE53AC79.jpg,https://www.sej.co.jp/products/a/item/095289/,435kcal,15.2g,11.6g,69.4g,65.7g,3.7g,2.3g
とろーり濃厚チーズの海老グラタン,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095665/9B3C403A2C6029E9FC25EF652CD5FE50.jpg,https://www.sej.co.jp/products/a/item/095665/,368kcal,22.1g,15.3g,36.8g,34.2g,2.6g,2.7g
３種チーズのミートソースドリア,350円（税込378円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095291/05CFF01E2083579BB49FF880FCC40F40.jpg,https://www.sej.co.jp/products/a/item/095291/,494kcal,12.4g,15.2g,79.0g,75.0g,4.0g,2.3g
濃厚なめらかソースの海老グラタン,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095045/0865C797E1D4D90A24136851FA19FF05.jpg,https://www.sej.co.jp/products/a/item/095045/,391kcal,19.0g,17.6g,40.4g,38.1g,2.3g,2.4g
旨辛やみつき豚キムチ,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100598/8708DB992EBB10D354A76599E9B8529D.jpg,https://www.sej.co.jp/products/a/item/100598/,350kcal,11.4g,28.2g,14.8g,10.3g,4.5g,2.6g
青森県産地養豚のコクうま豚汁,340円（税込367.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104131/F76EFFF2FA6C2B21FCF8DC14E870F5F3.jpg,https://www.sej.co.jp/products/a/item/104131/,157kcal,9.2g,10.1g,9.5g,5.3g,4.2g,2g
７プレミアムおでん（カップ）,370円（税込399.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103523/E62CDC55635621E47F5DDDC1D8A6AEEE.jpg,https://www.sej.co.jp/products/a/item/103523/,148kcal,12.4g,7.8g,8.3g,5.6g,2.7g,2.8g
四川風麻婆豆腐,338円（税込365.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104659/F7C59866FDB03FD278B9CE64FB6304DC.jpg,https://www.sej.co.jp/products/a/item/104659/,255kcal,15.6g,14.0g,18.0g,15.2g,2.8g,2.4g
合わせ味噌仕立ての具だくさん豚汁,350円（税込378円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101193/2F04E1BE388353D0B3473D8560D93B11.jpg,https://www.sej.co.jp/products/a/item/101193/,170kcal,12.4g,7.6g,15.0g,10.9g,4.1g,2.5g
炭火焼鳥しお（七味付き）,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101528/F5DB58D268D9F10224DD7BFC0650D8CA.jpg,https://www.sej.co.jp/products/a/item/101528/,243kcal,28.4g,13.8g,1.5g,1.0g,0.5g,2.6g
ラクサ海老とスパイスのココナッツスープ,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102222/842628910D1DF0029F51E448A3D99E44.jpg,https://www.sej.co.jp/products/a/item/102222/,250kcal,8.9g,16.4g,18.4g,15.0g,3.4g,3.6g
７プレミアム濃厚スープのもつ煮込み,698円（税込753.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101398/7C28057F5440844DBAEEF91CD4FB09F1.jpg,https://www.sej.co.jp/products/a/item/101398/,492kcal,51.3g,23.2g,23.2g,15.6g,7.6g,5.8g
じゃがバター＆ソーセージ,388円（税込419.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102121/8E6A28AAFC3FAB817A814A16EFAD9A7E.jpg,https://www.sej.co.jp/products/a/item/102121/,273kcal,7.1g,14.3g,30.7g,27.3g,3.4g,1.7g
７プレミアムゴールド金の紅鮭の塩焼,458円（税込494.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100577/E16809D93F45276F6B6FA698AB40E20F.jpg,https://www.sej.co.jp/products/a/item/100577/,117kcal,16.8g,5.5g,0.0g,0.0g,0.0g,1.6g
油揚げの炭火焼（葱・大根おろし添え）,390円（税込421.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103015/C5BAF7990C20890FE11968952972B655.jpg,https://www.sej.co.jp/products/a/item/103015/,304kcal,24.7g,21.5g,4.2g,1.7g,2.5g,1.4g
炭火焼き鳥皮３本・もも２本入り,580円（税込626.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107149/4DB87E63C287BC5857BD4C740CC2C236.jpg,https://www.sej.co.jp/products/a/item/107149/,357kcal,26.7g,24.4g,7.7g,7.6g,0.1g,2.9g
あごだし仕立ての茶碗蒸し,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105461/9F5DB40B23F8C09ED5B06AF51DBB4BF9.jpg,https://www.sej.co.jp/products/a/item/105461/,104kcal,10.5g,5.2g,4.2g,3.6g,0.6g,2.2g
７プレミアムきんぴらごぼう,138円（税込149.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101906/A339104FC2B2D6FE15BBA26562BCCAF4.jpg,https://www.sej.co.jp/products/a/item/101906/,87kcal,2.1g,3.2g,14.6g,10.5g,4.1g,0.9g
揚げだし豆腐,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105997/459B6A4756FA02A484133D857E47A76E.jpg,https://www.sej.co.jp/products/a/item/105997/,239kcal,13.9g,12.4g,18.6g,17.2g,1.4g,1.8g
７プレミアムおでん（カップ）,370円（税込399.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103521/4F109BBEF67ABE5422220C2B1C0DADB7.jpg,https://www.sej.co.jp/products/a/item/103521/,146kcal,11.9g,7.8g,8.5g,5.8g,2.7g,2.3g
７プレミアム半熟塩味のゆでたまご２個入り,178円（税込192.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102398/252457ADABB4F6D5886224E93FEF4A4F.jpg,https://www.sej.co.jp/products/a/item/102398/,83kcal,6.7g,6.3g,0.0g,0.0g,0.0g,0.6g
７プレミアム味付き半熟とろっとゆでたまご,128円（税込138.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102026/68198581F08FC17DED90B22E90F49D58.jpg,https://www.sej.co.jp/products/a/item/102026/,65kcal,5.9g,4.4g,0.6g,0.5g,0.1g,0.5g
お肉のうまみぶた汁九州味噌,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104994/4E9E70E97958F0133BC07A7826262D28.jpg,https://www.sej.co.jp/products/a/item/104994/,176kcal,11.8g,9.8g,11.5g,8.6g,2.9g,3.6g
７プレミアムザーサイ炒め,138円（税込149.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102005/FC59E499E89DE474E9C21ED5CB905E4F.jpg,https://www.sej.co.jp/products/a/item/102005/,33kcal,0.6g,1.9g,4.7g,2.1g,2.6g,1.6g
揚げだし豆腐,388円（税込419.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105974/406A564EAE5B7AA57A8C72BA9AB4D2F0.jpg,https://www.sej.co.jp/products/a/item/105974/,226kcal,17.2g,14.3g,8.4g,5.9g,2.5g,1.3g
７プレミアム北海道男爵いもの肉じゃが,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105480/C1319A3F90F8FA32246CDDE8917E7040.jpg,https://www.sej.co.jp/products/a/item/105480/,217kcal,10.3g,3.4g,37.6g,34.9g,2.7g,2.3g
７プレミアムごま昆布２Ｐ,228円（税込246.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102717/E7680CB683DC18A697B9B17275727DE7.jpg,https://www.sej.co.jp/products/a/item/102717/,57kcal,1.7g,0.5g,12.5g,10.4g,2.1g,1.7g
１／２日分の野菜が摂れる野菜炒め,448円（税込483.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102051/50B53E05AD530630FB047882D29CC151.jpg,https://www.sej.co.jp/products/a/item/102051/,222kcal,10.0g,11.6g,23.5g,15.4g,8.1g,3.5g
明太子とポテトのチーズ焼き,438円（税込473.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102369/8C6181696F3478EBF75F1F1B683DD0CA.jpg,https://www.sej.co.jp/products/a/item/102369/,352kcal,14.6g,20.5g,28.8g,25.6g,3.2g,2.3g
７プレミアム味付メンマ７０ｇ,148円（税込159.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103187/A6C68E888B2B89DE26A4FAB5BA6379F6.jpg,https://www.sej.co.jp/products/a/item/103187/,32kcal,1.3g,1.5g,4.2g,2.6g,1.6g,1.4g
７プレミアム茶碗蒸し,258円（税込278.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103686/CBBE9A6940F0BD51F3F498E1A65DCD36.jpg,https://www.sej.co.jp/products/a/item/103686/,81kcal,8.1g,3.5g,4.5g,3.8g,0.7g,1.8g
７プレミアム厚焼き玉子,178円（税込192.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/106842/EEECE28A09CD575BC216C88FE2530F21.jpg,https://www.sej.co.jp/products/a/item/106842/,201kcal,12.0g,12.2g,11.0g,10.8g,0.2g,0.6g
７プレミアムゴールド金の豚角煮,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102151/3A2539250EAFF542EA6B93BA79590187.jpg,https://www.sej.co.jp/products/a/item/102151/,345kcal,21.5g,21.9g,15.6g,15.3g,0.3g,2g
７プレミアムゴールド金のハンバーグ,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101463/D07FB440D47207D03C2BE0FFF38C1DC1.jpg,https://www.sej.co.jp/products/a/item/101463/,388kcal,18.1g,27.0g,19.4g,16.9g,2.5g,2.9g
７プレミアムゴールド金の海老チリソース,468円（税込505.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101912/450F97F2F28E020975532775BB887DD4.jpg,https://www.sej.co.jp/products/a/item/101912/,205kcal,9.5g,11.4g,17.0g,15.0g,2.0g,2.7g
７プレミアムだし巻き玉子,178円（税込192.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101853/CC6DCA3D48FC5EEC5224A8B7EB3382DE.jpg,https://www.sej.co.jp/products/a/item/101853/,142kcal,9.4g,10.0g,3.7g,3.7g,0.0g,0.8g
豚肉ときくらげのふんわり中華玉子炒め,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101025/97A9BC8F7F854DD11D54A94C644B8A74.jpg,https://www.sej.co.jp/products/a/item/101025/,365kcal,14.8g,28.0g,15.5g,11.6g,3.9g,2.8g
炭火焼塩ホルモン,370円（税込399.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102800/D8235D06BD001A6A81A72667D76F1C2A.jpg,https://www.sej.co.jp/products/a/item/102800/,283kcal,24.0g,18.8g,4.7g,4.4g,0.3g,2.9g
香味醤油仕立てのレバニラ,350円（税込378円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103937/366CF394981E9AA4DA0B66F443B38AB5.jpg,https://www.sej.co.jp/products/a/item/103937/,236kcal,25.4g,11.0g,9.8g,7.9g,1.9g,2.4g
鉄板仕立てとん平焼き,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/106469/1970CA846AC8E8BE8D49C41015BFB1EA.jpg,https://www.sej.co.jp/products/a/item/106469/,265kcal,12.8g,18.8g,11.4g,10.8g,0.6g,1.8g
やみつき青菜炒め,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100452/FB6C73B9916F8EF85FE5B765E0DD3EDA.jpg,https://www.sej.co.jp/products/a/item/100452/,124kcal,7.0g,8.7g,6.1g,2.9g,3.2g,2.7g
７プレミアム本場韓国産キムチ,188円（税込203.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103181/3DA4D76C6E27D58A34B09F8B269E8198.jpg,https://www.sej.co.jp/products/a/item/103181/,55kcal,2.7g,0.4g,11.4g,9.0g,2.4g,2.2g
７プレミアム紅しょうが,98円（税込105.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100384/493B85746125738A916E77252371F550.jpg,https://www.sej.co.jp/products/a/item/100384/,7kcal,0.1g,0.2g,1.4g,0.8g,0.6g,2.6g
じゃがバター＆ソーセージ,428円（税込462.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102360/956D3EFFC259BC7214712591AEFC4B81.jpg,https://www.sej.co.jp/products/a/item/102360/,417kcal,7.8g,23.6g,46.4g,40.1g,6.3g,2.6g
７Ｐ焼きからふとししゃも,238円（税込257.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100168/DDC71F81827A7FAFB8309883E92BBD59.jpg,https://www.sej.co.jp/products/a/item/100168/,130kcal,11.5g,8.9g,1.1g,0.9g,0.2g,0.9g
炭火焼鳥しお（別添わさび）,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102635/04F14AF54A08B05A72176EAF1753593E.jpg,https://www.sej.co.jp/products/a/item/102635/,216kcal,30.0g,9.7g,2.2g,2.1g,0.1g,3.1g
７Ｐ直火焼和風おろしハンバーグ,158円（税込170.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100136/51F44BBF7F6A5696B82C13E9D63194E3.jpg,https://www.sej.co.jp/products/a/item/100136/,197kcal,10.0g,11.9g,13.4g,11.5g,1.9g,1.7g
７Ｐ鉄板焼きハンバーグガーリックソース,278円（税込300.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105888/6B9F4B985FD631CB0CB156474916A94C.jpg,https://www.sej.co.jp/products/a/item/105888/,301kcal,18.4g,20.8g,11.4g,8.7g,2.7g,2.5g
冷やっこセット（醤油付）,150円（税込162円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107298/4D31E69B60C3DEE63036949B6A54B99E.jpg,https://www.sej.co.jp/products/a/item/107298/,86kcal,8.8g,3.6g,4.9g,4.1g,0.8g,1.5g
温泉玉子,100円（税込108円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101586/D7BF96DCCE120A453C001613E70CD21E.jpg,https://www.sej.co.jp/products/a/item/101586/,50kcal,4.3g,3.6g,0.1g,0.1g,0.0g,0.12g
玉子と木耳の中華炒め青森県産地養豚使用,378円（税込408.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102127/8E99A53BC3E4AD69544FEA35D1F2CCC0.jpg,https://www.sej.co.jp/products/a/item/102127/,350kcal,12.9g,24.6g,20.1g,18.2g,1.9g,2.7g
７プレミアム味付き半熟ゆでたまご１個入,98円（税込105.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102041/0DE80BECC6C13FA3B0A92A336956B62E.jpg,https://www.sej.co.jp/products/a/item/102041/,65kcal,5.8g,4.3g,0.7g,0.6g,0.1g,0.6g
炭火焼鳥しお（別添わさび）,448円（税込483.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103195/282DE1C2370A00C3BECA97FBA44ED279.jpg,https://www.sej.co.jp/products/a/item/103195/,236kcal,27.7g,13.4g,1.4g,1.1g,0.3g,2.4g
明太マヨネーズと甘辛タレのちくわ天,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103136/76683A2959580C0D7A4335E8264369CD.jpg,https://www.sej.co.jp/products/a/item/103136/,490kcal,16.4g,27.8g,44.2g,42.9g,1.3g,3.5g
福岡県産小松菜の玉子炒め,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105228/BDC4BA257B4C2A7E0C925C2BA3C734BA.jpg,https://www.sej.co.jp/products/a/item/105228/,308kcal,14.2g,25.3g,6.9g,5.0g,1.9g,2.5g
ぽん酢で食べる豚しゃぶもやし道産豚肉使用,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103059/B3A9BC19506415F89E19608B31C4A7E4.jpg,https://www.sej.co.jp/products/a/item/103059/,136kcal,11.1g,6.6g,9.7g,6.5g,3.2g,2.5g
７Ｐ鉄板焼きハンバーグチーズインデミソース,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/106033/646A97E0AAA6D35A69A513AE53C30AFE.jpg,https://www.sej.co.jp/products/a/item/106033/,265kcal,19.0g,16.2g,11.5g,10.2g,1.3g,2.5g
７プレミアムゴールド金のビーフシチュー,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101910/C3E8762A08FB9BA21F1CFB5A60D2C43E.jpg,https://www.sej.co.jp/products/a/item/101910/,435kcal,19.9g,29.5g,24.0g,21.1g,2.9g,2.7g
きのこのクリームスープ,338円（税込365.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103176/23E30C3DBE748ADA5C9BC2D68C577E6B.jpg,https://www.sej.co.jp/products/a/item/103176/,140kcal,8.1g,5.5g,16.4g,12.5g,3.9g,1.5g
７プレミアム赤だし仕立て豚汁,228円（税込246.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/106987/A12EE1AB9BC4615BAFD744598C7957DE.jpg,https://www.sej.co.jp/products/a/item/106987/,151kcal,7.9g,9.5g,10.0g,7.0g,3.0g,2.7g
７プレミアム金時豆,168円（税込181.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100423/F36615A45B003B313750AB24BFCE7868.jpg,https://www.sej.co.jp/products/a/item/100423/,121kcal,2.8g,0.3g,29.3g,24.4g,4.9g,0.2g
だし巻き玉子と炭火焼鳥九州産ふりそで肉使用,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102895/D87CF367BED8DFC247F4F242B55C1433.jpg,https://www.sej.co.jp/products/a/item/102895/,263kcal,21.3g,13.9g,13.2g,12.9g,0.3g,2.2g
おつまみ厚揚げ,348円（税込375.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102271/BBEE4F4310D15723E5ACE449CD549872.jpg,https://www.sej.co.jp/products/a/item/102271/,305kcal,19.8g,24.2g,2.4g,1.8g,0.6g,0.51g
揚げだし豆腐,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101035/2B85D6E48EC94F711C50DCD3167E52FE.jpg,https://www.sej.co.jp/products/a/item/101035/,243kcal,12.9g,11.8g,23.1g,19.7g,3.4g,2.1g
７Ｐとろーり４種のチーズハンバーグ,158円（税込170.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100129/15EFB6F5FC462CD4D93A1D6DF6657038.jpg,https://www.sej.co.jp/products/a/item/100129/,184kcal,9.3g,11.0g,12.8g,11.0g,1.8g,1.6g
７プレミアムあじの塩焼,268円（税込289.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103109/625D80BD0DEA6735B254A6D41E83BA28.jpg,https://www.sej.co.jp/products/a/item/103109/,156kcal,18.7g,9.0g,0.1g,0.1g,0.0g,0.59g
ねぎ盛り甘口醤油だれの焼もつ,390円（税込421.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103120/A3C0B9C934CFE25C3DF886B776BD3FAE.jpg,https://www.sej.co.jp/products/a/item/103120/,285kcal,21.1g,16.1g,14.5g,13.1g,1.4g,2.5g
ねぎ盛り甘口醤油だれの焼もつ,390円（税込421.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102507/5C261169BD42848232F59597A726882B.jpg,https://www.sej.co.jp/products/a/item/102507/,285kcal,21.1g,16.1g,14.5g,13.1g,1.4g,2.5g
ＢＢＱチーズソースポテト＆唐揚げ,458円（税込494.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103137/C6D1E9C11C34D2373C828A8BFA0D0008.jpg,https://www.sej.co.jp/products/a/item/103137/,257kcal,15.7g,8.6g,30.7g,27.8g,2.9g,1.3g
７プレミアムトッピング用温泉たまご,98円（税込105.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102760/74F052BC6FFDA8E36CCEFF5E8FDE663D.jpg,https://www.sej.co.jp/products/a/item/102760/,62kcal,5.8g,4.1g,0.6g,0.5g,0.1g,0.2g
１／２日分の野菜ポン酢で食べる水餃子,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103193/D356E6A2C3D1D04EBA70B88C0F9A1BFD.jpg,https://www.sej.co.jp/products/a/item/103193/,317kcal,15.8g,8.7g,45.5g,42.1g,3.4g,5.1g
野菜とベーコンのコンソメスープ,320円（税込345.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104493/A653294A9E6345F98D06F33E3C389809.jpg,https://www.sej.co.jp/products/a/item/104493/,114kcal,10.7g,4.7g,8.0g,6.3g,1.7g,3.6g
７プレミアムうの花,128円（税込138.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101908/12061747D16C51BFED02DB3501FAD545.jpg,https://www.sej.co.jp/products/a/item/101908/,76kcal,3.0g,4.5g,8.2g,3.4g,4.8g,0.7g
おろしチキンかつだし醤油仕立て,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105585/E46086A2D23955A31AE6F81C5838B657.jpg,https://www.sej.co.jp/products/a/item/105585/,269kcal,15.3g,11.8g,26.2g,24.8g,1.4g,2.9g
醤油ワンタンスープ,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104707/A45CC4997BFE062B16913FF857AC8E4E.jpg,https://www.sej.co.jp/products/a/item/104707/,107kcal,8.9g,3.1g,12.0g,9.9g,2.1g,3g
ごろっと具材のポトフ,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105290/620123A96909D4134ABC82DB49D82AE9.jpg,https://www.sej.co.jp/products/a/item/105290/,130kcal,7.7g,6.9g,10.7g,8.0g,2.7g,2.6g
７プレミアム銀鮭の塩焼,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100189/E2635B08D92F8CFED968F88FE3C0A45A.jpg,https://www.sej.co.jp/products/a/item/100189/,149kcal,14.4g,10.1g,0.1g,0.1g,0.0g,1.1g
７プレミアム味付き半熟ゆでたまご２個入,190円（税込205.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100946/BB7B9AF10C902C83092C67DBAF249AD1.jpg,https://www.sej.co.jp/products/a/item/100946/,65kcal,5.8g,4.3g,0.7g,0.6g,0.1g,0.6g
炭火焼ミックスホルモン塩,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101232/9F10CAA124D0FE42254706A298551070.jpg,https://www.sej.co.jp/products/a/item/101232/,264kcal,29.6g,15.9g,0.7g,0.7g,0.0g,2.9g
宇都宮餃子会監修野菜焼餃子,258円（税込278.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103197/2D0979AC2C817F814ECA6AFD92FBC866.jpg,https://www.sej.co.jp/products/a/item/103197/,288kcal,9.9g,10.8g,39.0g,36.4g,2.6g,1.8g
ポン酢で食べる豚もやし,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100875/E8DDF8D90F9498B8546617E07130A4D6.jpg,https://www.sej.co.jp/products/a/item/100875/,146kcal,9.0g,9.5g,8.5g,3.9g,4.6g,3.3g
おつまみラー油の水餃子新潟県産米粉入り,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102379/7B058F07231D1C8183DAA9AF0650D6E8.jpg,https://www.sej.co.jp/products/a/item/102379/,403kcal,11.4g,19.5g,47.1g,44.0g,3.1g,2.2g
キムチチゲ,548円（税込591.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103168/5A03A3DC300248716F3DA9F96478EFAC.jpg,https://www.sej.co.jp/products/a/item/103168/,254kcal,17.2g,14.5g,16.7g,10.8g,5.9g,5.5g
７プレミアム福神漬,98円（税込105.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104669/8CA423CF77203C0A7F48A2D8EE345660.jpg,https://www.sej.co.jp/products/a/item/104669/,105kcal,2.0g,0.1g,25.3g,22.7g,2.6g,3.8g
７プレミアムだし巻き玉子,178円（税込192.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102763/8F1259ABB41119244A4D9055055CF7BB.jpg,https://www.sej.co.jp/products/a/item/102763/,141kcal,11.3g,9.7g,2.3g,2.1g,0.2g,1g
おつまみ冷奴豚しゃぶごまぽん酢,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102223/057A524FBB403C03D199EDD79DE8CC3E.jpg,https://www.sej.co.jp/products/a/item/102223/,192kcal,21.5g,8.0g,9.4g,7.7g,1.7g,3.1g
７プレミアムゴールド金の紅鮭の塩焼,458円（税込494.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100996/65651873F8D4A4000FE154546683A12F.jpg,https://www.sej.co.jp/products/a/item/100996/,117kcal,16.8g,5.5g,0.0g,0.0g,0.0g,1.6g
冷やっこセット（醤油付）,148円（税込159.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107496/456E2844B8359B145D58BD3F9DCCAEC9.jpg,https://www.sej.co.jp/products/a/item/107496/,88kcal,10.4g,4.2g,2.6g,1.9g,0.7g,1.4g
たんぱく質が摂れる炭火焼き鶏はらみ,468円（税込505.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107439/B560281B7141423D364F0B7B12465B6B.jpg,https://www.sej.co.jp/products/a/item/107439/,232kcal,24.8g,14.2g,1.4g,1.3g,0.1g,3.5g
丸かじりチキボン,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107426/59F8B95D512AB1A5AD835AAB25F313C7.jpg,https://www.sej.co.jp/products/a/item/107426/,208kcal,14.5g,12.2g,10.7g,9.6g,1.1g,1.8g
チキンステーキ（山わさび入りソース使用）,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101680/48E98714648E961F728AA598CBF2C611.jpg,https://www.sej.co.jp/products/a/item/101680/,368kcal,35.1g,12.4g,30.4g,27.5g,2.9g,2g
